Year,Candidate_ID,Name,State,Category,Total_Score,Percentile,AIR (All India Rank),State_Rank,Category_Rank,Qualified_Status,Cutoff_Score
2017,NEET262562,Candidate_4070,West Bengal,ST,256,35.56,62761,3218,691,Yes,139
2021,NEET223955,Candidate_3616,Uttar Pradesh,SC,360,50.0,61303,3965,3513,Yes,127
2022,NEET386256,Candidate_7609,Uttar Pradesh,EWS,156,21.67,103349,1991,540,Yes,140
2021,NEET820920,Candidate_2918,Tamil Nadu,General,147,20.42,96902,2437,2120,Yes,144
2022,NEET134550,Candidate_3266,Tamil Nadu,EWS,207,28.75,125596,2824,4825,Yes,138
2015,NEET585606,Candidate_1524,Uttar Pradesh,OBC,247,34.31,165285,1458,954,Yes,145
2017,NEET431874,Candidate_2611,West Bengal,OBC,509,70.69,96244,3510,553,Yes,145
2023,NEET929000,Candidate_4749,Karnataka,SC,428,59.44,59968,4627,8403,Yes,132
2018,NEET634665,Candidate_4551,Karnataka,SC,210,29.17,9482,344,4853,Yes,133
2018,NEET609031,Candidate_4963,Uttar Pradesh,General,481,66.81,139487,3898,8001,Yes,145
2018,NEET190378,Candidate_1617,Karnataka,OBC,572,79.44,44646,4592,8610,Yes,149
2017,NEET591402,Candidate_1456,Tamil Nadu,EWS,676,93.89,108418,2579,2381,Yes,138
2024,NEET477013,Candidate_8888,Uttar Pradesh,OBC,370,51.39,119021,4095,9011,Yes,148
2018,NEET975796,Candidate_2694,West Bengal,General,276,38.33,123027,2968,4153,Yes,150
2015,NEET654742,Candidate_3320,Delhi,OBC,401,55.69,53126,3881,6407,Yes,142
2020,NEET769919,Candidate_5455,Uttar Pradesh,SC,487,67.64,5679,2549,5813,Yes,100
2015,NEET166689,Candidate_9861,Karnataka,SC,405,56.25,88733,2313,1193,Yes,112
2016,NEET917100,Candidate_3937,Delhi,SC,341,47.36,134079,806,9680,Yes,102
2021,NEET796858,Candidate_9567,Tamil Nadu,General,177,24.58,36519,1359,7869,Yes,145
2021,NEET948073,Candidate_5463,Tamil Nadu,OBC,181,25.14,171950,2949,9495,Yes,144
2023,NEET528792,Candidate_5934,Karnataka,SC,584,81.11,12080,942,6785,Yes,116
2020,NEET570826,Candidate_9341,Maharashtra,EWS,633,87.92,154223,836,3767,Yes,143
2018,NEET579988,Candidate_7049,West Bengal,General,342,47.5,161456,2604,1252,Yes,138
2017,NEET608040,Candidate_5535,West Bengal,General,146,20.28,70911,2585,3107,Yes,145
2015,NEET141605,Candidate_1117,Delhi,General,106,14.72,866,2777,3645,No,144
2017,NEET503243,Candidate_4803,Karnataka,ST,148,20.56,179233,279,5493,Yes,131
2018,NEET154277,Candidate_3967,Delhi,SC,307,42.64,592,3734,9991,Yes,109
2016,NEET456050,Candidate_1061,Tamil Nadu,General,365,50.69,167720,1159,8061,Yes,148
2023,NEET921714,Candidate_9459,Karnataka,OBC,529,73.47,15890,2524,8242,Yes,145
2023,NEET733959,Candidate_3289,Karnataka,General,589,81.81,118168,932,5342,Yes,141
2018,NEET462937,Candidate_3312,Karnataka,OBC,417,57.92,125422,1795,688,Yes,150
2020,NEET903552,Candidate_7894,Maharashtra,OBC,477,66.25,42001,3757,8156,Yes,141
2017,NEET269451,Candidate_4800,Uttar Pradesh,SC,151,20.97,193557,2900,2778,Yes,100
2015,NEET533216,Candidate_1768,Uttar Pradesh,ST,718,99.72,163083,498,3947,Yes,101
2023,NEET404814,Candidate_3098,Tamil Nadu,OBC,384,53.33,199724,4708,5815,Yes,141
2016,NEET594765,Candidate_3395,Maharashtra,ST,417,57.92,50550,276,7869,Yes,107
2016,NEET830221,Candidate_4596,Uttar Pradesh,ST,321,44.58,135651,1654,7973,Yes,135
2016,NEET492470,Candidate_6804,West Bengal,ST,224,31.11,153287,618,520,Yes,103
2018,NEET755073,Candidate_3115,Karnataka,ST,255,35.42,192286,1462,4896,Yes,107
2023,NEET515796,Candidate_9542,West Bengal,General,707,98.19,130653,1260,8469,Yes,145
2024,NEET988976,Candidate_5299,Uttar Pradesh,OBC,528,73.33,113624,3795,2880,Yes,148
2022,NEET539592,Candidate_3598,Tamil Nadu,General,379,52.64,89635,2001,4101,Yes,143
2024,NEET339748,Candidate_6747,Karnataka,ST,550,76.39,168404,732,636,Yes,122
2015,NEET882810,Candidate_5133,Delhi,EWS,649,90.14,125794,386,5892,Yes,146
2019,NEET698431,Candidate_2250,Karnataka,ST,674,93.61,95983,876,3008,Yes,121
2024,NEET694504,Candidate_6771,West Bengal,SC,562,78.06,6521,1051,4045,Yes,135
2020,NEET126792,Candidate_4613,Tamil Nadu,General,170,23.61,166173,3849,6693,Yes,149
2016,NEET980209,Candidate_1942,Tamil Nadu,ST,615,85.42,123430,984,8757,Yes,126
2023,NEET492948,Candidate_3327,West Bengal,EWS,166,23.06,44653,1499,6368,Yes,143
2019,NEET195262,Candidate_7797,Uttar Pradesh,OBC,404,56.11,133640,4654,9256,Yes,147
2023,NEET298480,Candidate_9639,Uttar Pradesh,SC,470,65.28,27866,718,8898,Yes,110
2018,NEET919426,Candidate_8828,West Bengal,ST,684,95.0,19790,2606,6822,Yes,109
2019,NEET434675,Candidate_6197,Uttar Pradesh,EWS,130,18.06,177990,4381,6486,No,142
2021,NEET588778,Candidate_3941,Maharashtra,ST,505,70.14,141563,110,7139,Yes,125
2018,NEET583949,Candidate_8433,West Bengal,ST,436,60.56,51344,240,8661,Yes,128
2019,NEET513616,Candidate_7885,Tamil Nadu,ST,302,41.94,41360,2213,9153,Yes,138
2021,NEET628978,Candidate_8264,Uttar Pradesh,ST,267,37.08,189596,144,1919,Yes,109
2015,NEET206279,Candidate_4757,West Bengal,EWS,677,94.03,104687,382,6727,Yes,143
2024,NEET309205,Candidate_1947,Tamil Nadu,OBC,486,67.5,37468,4332,7937,Yes,146
2016,NEET918051,Candidate_2959,Maharashtra,ST,605,84.03,173492,4783,494,Yes,130
2021,NEET921945,Candidate_9099,Karnataka,ST,148,20.56,180447,920,5062,Yes,101
2017,NEET865433,Candidate_6585,Maharashtra,General,584,81.11,30388,4214,5911,Yes,138
2016,NEET585201,Candidate_4309,West Bengal,General,291,40.42,199440,848,9954,Yes,142
2022,NEET260155,Candidate_8401,Uttar Pradesh,OBC,482,66.94,77206,2107,4058,Yes,147
2017,NEET586517,Candidate_5972,Tamil Nadu,OBC,701,97.36,177867,4083,9488,Yes,147
2021,NEET234143,Candidate_9441,Uttar Pradesh,SC,600,83.33,52739,4521,4986,Yes,107
2023,NEET840914,Candidate_1790,Tamil Nadu,EWS,419,58.19,186937,348,4639,Yes,147
2018,NEET111505,Candidate_8759,Uttar Pradesh,SC,359,49.86,182524,4050,3731,Yes,104
2017,NEET412514,Candidate_7446,Karnataka,SC,186,25.83,175357,1528,4844,Yes,135
2016,NEET996708,Candidate_5345,Maharashtra,ST,330,45.83,110252,4735,9497,Yes,128
2016,NEET479532,Candidate_9242,Uttar Pradesh,SC,134,18.61,78968,4126,4354,No,121
2023,NEET852124,Candidate_7726,Karnataka,OBC,340,47.22,64653,1372,8208,Yes,145
2024,NEET385969,Candidate_5234,Tamil Nadu,ST,192,26.67,141053,3172,7156,Yes,121
2022,NEET819288,Candidate_7670,Tamil Nadu,OBC,507,70.42,55192,405,9154,Yes,150
2017,NEET702614,Candidate_4063,Karnataka,ST,496,68.89,94804,2476,207,Yes,126
2019,NEET489029,Candidate_1309,Uttar Pradesh,OBC,472,65.56,169136,3195,291,Yes,138
2022,NEET584451,Candidate_9695,Maharashtra,OBC,289,40.14,172108,324,2150,Yes,148
2024,NEET950146,Candidate_8968,Delhi,OBC,549,76.25,67674,4221,5212,Yes,138
2024,NEET689071,Candidate_7532,Karnataka,ST,254,35.28,47093,950,2662,Yes,127
2021,NEET450961,Candidate_7165,Maharashtra,General,244,33.89,86498,2703,4114,Yes,138
2016,NEET108329,Candidate_3549,Maharashtra,EWS,281,39.03,86799,2654,2483,Yes,141
2016,NEET252216,Candidate_2385,Maharashtra,General,206,28.61,76921,1712,3251,Yes,140
2020,NEET986348,Candidate_6685,Delhi,SC,100,13.89,177396,3025,6246,No,135
2019,NEET294112,Candidate_3328,Maharashtra,ST,149,20.69,185355,2829,1634,Yes,122
2024,NEET206484,Candidate_8024,Maharashtra,OBC,512,71.11,104989,4037,8366,Yes,141
2022,NEET491206,Candidate_3096,West Bengal,General,279,38.75,50584,1877,2604,Yes,140
2018,NEET898452,Candidate_5096,Maharashtra,SC,607,84.31,150011,3831,5714,Yes,138
2024,NEET139821,Candidate_3341,Delhi,SC,693,96.25,36307,4365,7773,Yes,130
2018,NEET763955,Candidate_9364,West Bengal,SC,280,38.89,116856,3871,1761,Yes,131
2018,NEET143411,Candidate_3448,Tamil Nadu,EWS,688,95.56,91355,847,4974,Yes,145
2023,NEET161997,Candidate_5960,West Bengal,SC,381,52.92,48360,3538,9466,Yes,129
2015,NEET664478,Candidate_9886,West Bengal,General,376,52.22,68201,1880,8563,Yes,138
2016,NEET955983,Candidate_1708,Uttar Pradesh,General,425,59.03,151024,4792,8378,Yes,147
2020,NEET827468,Candidate_1578,Delhi,SC,697,96.81,102960,4605,4619,Yes,121
2022,NEET934845,Candidate_3220,Maharashtra,SC,674,93.61,39385,3233,1550,Yes,118
2021,NEET714267,Candidate_5463,Maharashtra,SC,196,27.22,198520,155,4051,Yes,121
2019,NEET279077,Candidate_2992,Delhi,SC,576,80.0,73258,3370,6935,Yes,125
2020,NEET681085,Candidate_1056,Uttar Pradesh,OBC,447,62.08,174902,2868,9074,Yes,142
2018,NEET587332,Candidate_6446,Uttar Pradesh,EWS,107,14.86,81860,1041,2560,No,143
2018,NEET854636,Candidate_1079,Maharashtra,OBC,667,92.64,168897,4400,6015,Yes,149
2016,NEET132759,Candidate_5606,Karnataka,General,395,54.86,16207,365,9591,Yes,140
2021,NEET255391,Candidate_1444,Tamil Nadu,SC,484,67.22,31096,96,1741,Yes,134
2021,NEET407510,Candidate_7080,Karnataka,OBC,626,86.94,32959,13,8652,Yes,138
2015,NEET824082,Candidate_8865,Tamil Nadu,ST,681,94.58,68070,1439,7070,Yes,109
2016,NEET365104,Candidate_4576,Delhi,OBC,281,39.03,141902,4097,4458,Yes,140
2017,NEET876242,Candidate_9733,Tamil Nadu,OBC,527,73.19,132288,4574,8971,Yes,143
2015,NEET856464,Candidate_8704,West Bengal,SC,540,75.0,49654,1370,5634,Yes,120
2018,NEET753269,Candidate_1885,West Bengal,SC,363,50.42,146264,3883,8459,Yes,121
2015,NEET885596,Candidate_1598,Karnataka,ST,640,88.89,139616,4599,1798,Yes,119
2018,NEET251213,Candidate_2295,West Bengal,SC,350,48.61,198156,64,4524,Yes,121
2023,NEET735615,Candidate_6056,Delhi,OBC,332,46.11,103767,2702,219,Yes,142
2015,NEET125657,Candidate_7125,Delhi,General,585,81.25,7233,1864,6893,Yes,144
2018,NEET307278,Candidate_2344,Karnataka,EWS,187,25.97,19826,4157,2871,Yes,145
2016,NEET597541,Candidate_1691,Tamil Nadu,OBC,314,43.61,36237,1651,6961,Yes,148
2019,NEET147288,Candidate_4131,Delhi,General,590,81.94,5872,1492,3091,Yes,149
2018,NEET111535,Candidate_4749,Maharashtra,EWS,665,92.36,119568,4555,7869,Yes,141
2024,NEET316859,Candidate_6521,Delhi,SC,447,62.08,89450,562,4782,Yes,105
2016,NEET162718,Candidate_2258,Uttar Pradesh,OBC,631,87.64,191141,2275,290,Yes,141
2018,NEET247131,Candidate_4665,West Bengal,SC,376,52.22,132946,37,24,Yes,120
2019,NEET675835,Candidate_5433,West Bengal,OBC,489,67.92,183719,3828,8346,Yes,144
2015,NEET302764,Candidate_9926,Tamil Nadu,EWS,447,62.08,104817,797,2229,Yes,141
2018,NEET358270,Candidate_6847,Karnataka,SC,229,31.81,35267,2849,6362,Yes,107
2019,NEET853588,Candidate_3639,Karnataka,General,400,55.56,74746,994,1993,Yes,145
2019,NEET923577,Candidate_2854,Karnataka,EWS,644,89.44,81522,1853,7462,Yes,150
2024,NEET902288,Candidate_8563,Tamil Nadu,General,490,68.06,18668,2486,649,Yes,141
2020,NEET161407,Candidate_7016,Uttar Pradesh,OBC,480,66.67,102068,1622,2864,Yes,144
2017,NEET525843,Candidate_3536,Karnataka,OBC,471,65.42,31807,3627,8927,Yes,138
2021,NEET603554,Candidate_3928,Maharashtra,EWS,664,92.22,186546,3007,8676,Yes,146
2015,NEET790820,Candidate_5021,Delhi,OBC,163,22.64,149230,2380,6215,Yes,138
2016,NEET923461,Candidate_5595,Uttar Pradesh,ST,108,15.0,93611,982,8628,No,120
2023,NEET738519,Candidate_8495,Uttar Pradesh,OBC,515,71.53,66183,2672,6407,Yes,144
2016,NEET738365,Candidate_4333,West Bengal,EWS,513,71.25,61607,4586,8740,Yes,149
2016,NEET176518,Candidate_2923,Maharashtra,OBC,562,78.06,121870,289,2810,Yes,147
2021,NEET337310,Candidate_2999,Delhi,EWS,586,81.39,130722,3309,1700,Yes,139
2018,NEET799602,Candidate_4343,West Bengal,General,541,75.14,127091,3913,8967,Yes,140
2017,NEET867815,Candidate_9967,Maharashtra,EWS,394,54.72,34643,390,2181,Yes,141
2019,NEET263319,Candidate_6303,Tamil Nadu,OBC,358,49.72,12888,1465,787,Yes,142
2024,NEET413846,Candidate_7589,Karnataka,ST,617,85.69,41634,4494,6003,Yes,101
2023,NEET472696,Candidate_2295,Karnataka,EWS,659,91.53,12963,1477,1465,Yes,145
2021,NEET357965,Candidate_9782,Delhi,EWS,119,16.53,27748,4119,6316,No,148
2021,NEET265034,Candidate_2562,Tamil Nadu,SC,153,21.25,180306,1217,6294,Yes,101
2020,NEET764898,Candidate_5653,Tamil Nadu,SC,485,67.36,134373,3744,3185,Yes,138
2015,NEET531449,Candidate_7376,Uttar Pradesh,ST,672,93.33,57819,2953,7151,Yes,108
2020,NEET247083,Candidate_8951,Karnataka,ST,376,52.22,50337,3169,3403,Yes,128
2023,NEET505711,Candidate_4457,Tamil Nadu,General,204,28.33,152707,2200,3698,Yes,146
2016,NEET807016,Candidate_2615,Delhi,EWS,409,56.81,10229,3087,6969,Yes,148
2020,NEET132433,Candidate_7142,West Bengal,General,401,55.69,37999,3951,1470,Yes,141
2018,NEET974149,Candidate_3917,Maharashtra,SC,184,25.56,102973,2977,3148,Yes,140
2022,NEET694754,Candidate_4288,Karnataka,EWS,160,22.22,71908,4663,2743,Yes,149
2018,NEET128655,Candidate_7433,Uttar Pradesh,ST,347,48.19,89981,3248,4431,Yes,137
2024,NEET112367,Candidate_2602,Karnataka,ST,400,55.56,92320,1653,7026,Yes,126
2019,NEET545572,Candidate_3834,Uttar Pradesh,EWS,184,25.56,141043,1496,9587,Yes,149
2022,NEET470076,Candidate_9447,Tamil Nadu,ST,508,70.56,2490,52,1301,Yes,139
2023,NEET941010,Candidate_6219,West Bengal,ST,703,97.64,137814,3694,533,Yes,119
2022,NEET246325,Candidate_3690,Delhi,SC,578,80.28,89409,2075,253,Yes,103
2019,NEET787361,Candidate_6475,Tamil Nadu,OBC,710,98.61,59901,438,4634,Yes,150
2018,NEET376589,Candidate_2145,Uttar Pradesh,OBC,683,94.86,91110,326,6634,Yes,148
2017,NEET896376,Candidate_5021,Maharashtra,EWS,518,71.94,98067,1780,271,Yes,144
2019,NEET319544,Candidate_1291,Tamil Nadu,ST,166,23.06,120816,1720,2806,Yes,130
2022,NEET508237,Candidate_9045,Maharashtra,OBC,563,78.19,146970,1598,3452,Yes,144
2018,NEET994024,Candidate_5451,Maharashtra,OBC,578,80.28,192222,2263,1584,Yes,146
2016,NEET799506,Candidate_6956,Uttar Pradesh,ST,668,92.78,177608,975,4110,Yes,118
2016,NEET459556,Candidate_4570,Karnataka,SC,121,16.81,47357,4796,2053,No,125
2016,NEET120580,Candidate_9324,Uttar Pradesh,SC,288,40.0,31218,2928,2805,Yes,104
2018,NEET756253,Candidate_9153,Karnataka,OBC,663,92.08,87968,3182,4444,Yes,149
2015,NEET994155,Candidate_6565,Tamil Nadu,EWS,327,45.42,148517,3555,5126,Yes,147
2023,NEET946566,Candidate_4800,Delhi,OBC,344,47.78,2892,738,8087,Yes,149
2023,NEET114223,Candidate_3862,Tamil Nadu,EWS,140,19.44,130823,2320,6788,Yes,138
2016,NEET399667,Candidate_2539,Uttar Pradesh,ST,694,96.39,774,1538,287,Yes,134
2016,NEET353659,Candidate_6750,Delhi,ST,358,49.72,85540,4387,6349,Yes,133
2019,NEET127028,Candidate_8843,West Bengal,ST,244,33.89,88317,4066,3947,Yes,121
2018,NEET629217,Candidate_5392,West Bengal,SC,112,15.56,57442,1882,2693,No,105
2018,NEET846615,Candidate_1431,Tamil Nadu,ST,434,60.28,27002,2019,8254,Yes,112
2018,NEET729900,Candidate_7237,Maharashtra,SC,410,56.94,80300,640,2501,Yes,132
2019,NEET509327,Candidate_4477,Tamil Nadu,OBC,546,75.83,11868,1056,9872,Yes,147
2024,NEET533908,Candidate_5953,Karnataka,General,261,36.25,188906,2885,6690,Yes,142
2016,NEET464076,Candidate_9564,Maharashtra,General,350,48.61,32823,185,2409,Yes,142
2015,NEET607876,Candidate_9238,Karnataka,OBC,688,95.56,181863,61,319,Yes,148
2017,NEET697787,Candidate_4220,Uttar Pradesh,General,352,48.89,55370,2679,7515,Yes,149
2024,NEET652177,Candidate_9135,Maharashtra,ST,360,50.0,194849,2560,6378,Yes,108
2023,NEET193424,Candidate_7416,West Bengal,General,628,87.22,164664,2975,9617,Yes,146
2015,NEET797652,Candidate_6661,Tamil Nadu,OBC,261,36.25,97667,4629,4042,Yes,146
2023,NEET965316,Candidate_4628,Karnataka,General,497,69.03,39536,4587,2561,Yes,147
2020,NEET287902,Candidate_4820,Uttar Pradesh,OBC,319,44.31,49956,3172,8458,Yes,146
2016,NEET609434,Candidate_4286,Tamil Nadu,SC,712,98.89,61475,4412,8083,Yes,130
2024,NEET381600,Candidate_1375,West Bengal,SC,602,83.61,100468,3172,9410,Yes,131
2021,NEET332238,Candidate_3036,Maharashtra,EWS,280,38.89,34800,3345,3388,Yes,139
2019,NEET281685,Candidate_7530,Tamil Nadu,EWS,362,50.28,184305,1194,679,Yes,143
2018,NEET986221,Candidate_6124,Tamil Nadu,SC,202,28.06,82152,986,2936,Yes,126
2021,NEET596585,Candidate_5551,Delhi,EWS,261,36.25,146753,1149,7755,Yes,147
2023,NEET586362,Candidate_6974,Uttar Pradesh,EWS,489,67.92,64716,3352,2396,Yes,139
2015,NEET418286,Candidate_5128,Delhi,General,282,39.17,108076,2317,9459,Yes,141
2019,NEET370773,Candidate_4758,Delhi,General,248,34.44,115847,388,1637,Yes,141
2024,NEET142012,Candidate_3416,Delhi,SC,365,50.69,28588,3013,5787,Yes,126
2021,NEET152306,Candidate_4023,Tamil Nadu,General,568,78.89,196826,4167,4792,Yes,145
2020,NEET538283,Candidate_3437,Karnataka,ST,243,33.75,127178,2248,4474,Yes,106
2016,NEET884405,Candidate_1871,Karnataka,OBC,235,32.64,150085,1953,6999,Yes,142
2022,NEET703760,Candidate_3262,Karnataka,ST,448,62.22,189418,17,8979,Yes,115
2024,NEET204829,Candidate_2158,Uttar Pradesh,ST,177,24.58,28647,3493,3093,Yes,117
2019,NEET135924,Candidate_1180,Delhi,General,391,54.31,18736,1875,9623,Yes,141
2024,NEET334629,Candidate_2197,Delhi,OBC,184,25.56,77851,2780,3544,Yes,144
2015,NEET393780,Candidate_3102,Delhi,SC,588,81.67,160950,3493,5794,Yes,101
2015,NEET650909,Candidate_9673,Karnataka,EWS,417,57.92,53098,2364,9913,Yes,145
2020,NEET681020,Candidate_2939,Karnataka,OBC,234,32.5,173353,4618,6042,Yes,148
2015,NEET619565,Candidate_2489,Maharashtra,OBC,327,45.42,134093,2511,5247,Yes,138
2020,NEET878743,Candidate_6946,Maharashtra,EWS,165,22.92,136058,3023,197,Yes,141
2022,NEET326276,Candidate_9769,Delhi,OBC,280,38.89,139515,4582,690,Yes,148
2017,NEET599071,Candidate_4142,Uttar Pradesh,SC,304,42.22,101582,3074,5613,Yes,139
2020,NEET652846,Candidate_3832,Maharashtra,SC,324,45.0,113537,946,2330,Yes,123
2024,NEET418880,Candidate_3469,Karnataka,EWS,152,21.11,125361,1270,6422,Yes,148
2017,NEET727237,Candidate_6261,Uttar Pradesh,SC,326,45.28,4205,566,5732,Yes,101
2023,NEET707624,Candidate_1657,Uttar Pradesh,OBC,375,52.08,32267,196,5826,Yes,139
2023,NEET943928,Candidate_5458,Uttar Pradesh,SC,349,48.47,179830,3216,7307,Yes,129
2024,NEET777491,Candidate_5124,West Bengal,EWS,184,25.56,112535,3774,9959,Yes,140
2018,NEET125121,Candidate_3748,Uttar Pradesh,ST,666,92.5,154944,2833,7463,Yes,131
2022,NEET193453,Candidate_9342,Maharashtra,OBC,278,38.61,41433,2519,3861,Yes,143
2016,NEET563335,Candidate_9344,Delhi,SC,696,96.67,81170,4613,6405,Yes,132
2021,NEET975062,Candidate_9122,Karnataka,EWS,162,22.5,164051,2444,3119,Yes,144
2015,NEET291128,Candidate_4606,Uttar Pradesh,SC,309,42.92,57531,912,9024,Yes,128
2016,NEET448419,Candidate_2800,Tamil Nadu,General,349,48.47,152861,2336,2676,Yes,143
2016,NEET851178,Candidate_3978,Delhi,General,157,21.81,54343,3324,9440,Yes,150
2018,NEET723395,Candidate_7671,Karnataka,OBC,196,27.22,61089,4898,9081,Yes,150
2015,NEET265021,Candidate_6179,West Bengal,SC,141,19.58,61713,1477,1949,Yes,135
2016,NEET658357,Candidate_3945,West Bengal,General,134,18.61,38069,1406,2524,No,145
2021,NEET135802,Candidate_8684,West Bengal,OBC,618,85.83,126098,3166,5329,Yes,145
2020,NEET137868,Candidate_2900,Karnataka,OBC,242,33.61,40184,1845,4787,Yes,148
2015,NEET992743,Candidate_3904,Tamil Nadu,SC,250,34.72,63479,4498,9894,Yes,132
2019,NEET855072,Candidate_4021,Uttar Pradesh,EWS,328,45.56,163296,1481,9756,Yes,150
2016,NEET422292,Candidate_7922,Maharashtra,OBC,443,61.53,183459,1454,1687,Yes,149
2017,NEET854623,Candidate_1761,Karnataka,EWS,474,65.83,165351,2973,4228,Yes,147
2016,NEET315786,Candidate_2577,Uttar Pradesh,EWS,619,85.97,130799,3363,3526,Yes,146
2023,NEET252097,Candidate_8611,Uttar Pradesh,ST,720,100.0,28230,3096,8274,Yes,110
2016,NEET984993,Candidate_1120,Karnataka,EWS,380,52.78,26739,1676,111,Yes,144
2023,NEET607137,Candidate_3719,West Bengal,General,438,60.83,36029,1652,9169,Yes,142
2023,NEET869291,Candidate_8783,Delhi,ST,111,15.42,138869,291,3021,No,134
2016,NEET962821,Candidate_9406,Karnataka,General,671,93.19,87154,3384,298,Yes,138
2021,NEET522328,Candidate_8502,Tamil Nadu,OBC,239,33.19,80035,1400,9137,Yes,139
2019,NEET442465,Candidate_6053,Karnataka,General,209,29.03,82598,753,1703,Yes,145
2019,NEET242494,Candidate_2965,West Bengal,OBC,320,44.44,156924,812,7284,Yes,147
2021,NEET521086,Candidate_1381,Tamil Nadu,OBC,489,67.92,129250,4690,7360,Yes,144
2022,NEET924207,Candidate_6797,Maharashtra,ST,690,95.83,79857,2921,7810,Yes,111
2017,NEET495029,Candidate_4107,Karnataka,OBC,563,78.19,155471,3039,7799,Yes,142
2018,NEET117229,Candidate_1621,Karnataka,ST,138,19.17,30562,4375,6856,Yes,102
2022,NEET198488,Candidate_1169,Maharashtra,SC,620,86.11,35376,1678,6153,Yes,111
2015,NEET107184,Candidate_9183,Karnataka,SC,127,17.64,182688,4512,8159,No,120
2024,NEET743748,Candidate_7232,Delhi,SC,338,46.94,65641,2232,4079,Yes,126
2024,NEET371171,Candidate_5652,Karnataka,SC,117,16.25,56442,3738,8544,No,128
2017,NEET272610,Candidate_4284,Delhi,EWS,210,29.17,102633,2317,2737,Yes,143
2024,NEET587504,Candidate_9338,Uttar Pradesh,EWS,362,50.28,32414,2935,9726,Yes,143
2018,NEET876579,Candidate_6700,West Bengal,EWS,141,19.58,163781,1306,1944,Yes,141
2016,NEET638384,Candidate_3319,Karnataka,ST,146,20.28,132318,2372,7768,Yes,127
2015,NEET629087,Candidate_3826,Maharashtra,ST,702,97.5,80837,871,2627,Yes,134
2022,NEET933276,Candidate_9984,Tamil Nadu,ST,448,62.22,165202,3458,6002,Yes,116
2016,NEET703371,Candidate_8588,Karnataka,OBC,445,61.81,130764,3719,6398,Yes,138
2019,NEET824353,Candidate_1561,Maharashtra,EWS,390,54.17,110170,3477,6532,Yes,141
2019,NEET951340,Candidate_1885,Karnataka,EWS,250,34.72,86077,2073,7428,Yes,147
2017,NEET402949,Candidate_4075,Uttar Pradesh,General,238,33.06,111482,4068,1856,Yes,144
2018,NEET816458,Candidate_3587,Uttar Pradesh,General,458,63.61,33870,4019,394,Yes,148
2016,NEET624834,Candidate_6416,Maharashtra,OBC,440,61.11,157277,2240,6842,Yes,139
2022,NEET633956,Candidate_8140,Maharashtra,OBC,712,98.89,188007,3890,4666,Yes,150
2020,NEET315105,Candidate_3702,Tamil Nadu,ST,707,98.19,134527,1457,8612,Yes,126
2024,NEET725211,Candidate_2669,Uttar Pradesh,ST,541,75.14,84754,2643,2179,Yes,104
2019,NEET338478,Candidate_5556,Uttar Pradesh,General,542,75.28,162014,3952,2825,Yes,149
2016,NEET923117,Candidate_8867,Maharashtra,OBC,227,31.53,97492,1988,9510,Yes,140
2021,NEET355918,Candidate_1185,Tamil Nadu,General,700,97.22,5043,3688,7542,Yes,150
2022,NEET392768,Candidate_5008,Uttar Pradesh,EWS,649,90.14,168725,556,4639,Yes,140
2024,NEET567522,Candidate_9121,Delhi,General,475,65.97,34859,4994,6716,Yes,139
2018,NEET989920,Candidate_9133,Tamil Nadu,EWS,693,96.25,97176,3873,9985,Yes,146
2015,NEET420776,Candidate_2340,Karnataka,ST,153,21.25,123065,4808,6039,Yes,105
2019,NEET770023,Candidate_9614,Uttar Pradesh,General,582,80.83,180288,2947,1479,Yes,144
2024,NEET794885,Candidate_4314,Uttar Pradesh,ST,330,45.83,92715,1889,7172,Yes,138
2015,NEET252114,Candidate_5818,Maharashtra,ST,188,26.11,8081,1644,7114,Yes,138
